timestamps,fluorescence_detrended
455.0104751259,38.36995194275089
455.043797533,38.17291967910505
455.07711027025,38.513907388367464
455.1104230075,38.21320468267823
455.14373574475,38.36505747300555
455.177048482,38.05339672891133
455.21036121925,37.80961740921524
455.2436805389,37.86919696175059
455.27700233375,38.323814006225646
455.3103241286,37.727904272944336
455.34364592344997,38.38981355690782
455.37696771829997,37.569284595255866
455.41028951314996,38.13723184754035
455.443378328,38.036530222531816
455.4762777684,37.97700332895197
455.5092763035,38.17136250135255
455.5422748386,38.39431553424616
455.57527337370004,38.057578889137595
455.6082719088,38.31398459759994
455.64151230240003,37.999844000288284
455.674850664,37.84638115758423
455.7081890256,37.7623599553088
455.7415273872,37.58787591380446
455.7748657488,38.36325038349174
455.80820411039997,38.24184182416616
455.84164771675,37.714357633611456
455.8751352124,38.27666268031447
455.90862270804996,37.717678320799095
455.94200964065,38.077703017302085
455.97549713629996,37.90110932873982
456.00898463195,38.03868918658727
456.0423668344,38.480673151469716
456.075703198,38.07795996638548
456.10903956159996,38.350057993473435
456.1423759252,38.33248969399354
456.17571228879996,38.40271936270177
456.2090486524,38.42896828287948
456.24236749,38.325630833511106
456.27567847899996,38.02775797927439
456.308989468,37.59121977664392
456.342300457,37.62997267735789
456.375511413,38.38864177329122
456.408822402,38.5519308916703
456.44213930435,38.00641000962386
456.475458968,38.07069408719073
456.50877863165005,38.78306361175345
456.54209829530004,37.94692434535272
456.57541795895,38.450654431621
456.6087376226,37.768065974151654
456.64185091625,37.85041095690908
456.6748651523,38.11393007235375
456.70787938835,37.89710903858086
456.74089362440003,38.308815501175765
456.77390786045004,38.42594612794063
456.8069220965,38.96035776123808
456.84014190790003,37.8670293442608
456.87361321975,37.93234927454714
456.9070845316,38.13577540764321
456.94055584345,37.93062347873376
456.9740271553,37.48065462705622
457.00749846715,38.41787263711167
457.040875916,38.664408093938256
457.0742051534,38.21632804497641
457.1075343908,38.63942838898489
457.1408636282,37.809571247866955
457.1741928656,38.19504504357465
457.20752210300003,37.43059632794277
457.24084357960004,37.72893643552095
457.27406091,37.89839208782164
457.3073782926,38.09127651758774
457.3406956752,38.447249606732015
457.3740130578,37.822874923690634
457.4073304404,37.855287020786456
457.44054192475,37.690855832422365
457.4736952882,38.33304891873362
457.50684865165,37.900552956066385
457.5400020151,37.88833635904803
457.57315537855,37.54153157428833
457.606308742,38.04034490093604
457.6396924756,37.83942721821802
457.6732059952,37.0949903794822
457.7067195148,37.822922599160414
457.7401323932,37.51163101258293
457.77364591279996,37.88980672114442
457.8071594324,37.821673205389885
457.840429268,37.86134957574712
457.8735563744,37.38888649171613
457.9066834808,37.98924489111721
457.9398105872,38.23750183115536
457.9729376936,37.81766686415275
458.0060648,37.61577209492172
458.0393327744,37.89445943052066
458.07268540505,37.75841942302749
458.1060380357,37.98395059571145
458.13939066635,38.22565881437106
458.172743297,37.87381431248057
458.2059957696,38.36753452200053
458.23921500675,37.96149626209848
458.2723509543,37.46852378236182
458.30548690185003,37.89034514097168
458.3386228494,37.81779972423414
458.37175879695,37.93143333935369
458.40489474450004,37.70769786042929
458.43815068535,37.557932093932926
458.4714834692,37.92665508315293
458.50481625305,37.68636820169987
458.5381490369,38.01437476410225
458.57148182075,38.19573183855062
458.6048146046,38.26220059479802
458.63814561,37.94610372603492
458.67164209665,38.385880411047474
458.7051385833,37.72439869214716
458.73863506995,37.64156350739741
458.7721315566,38.02321241204906
458.80562804325,37.934626320727965
458.8389234411,37.772762631214185
458.87208173295,37.73975070784051
458.9052400248,38.953838536765836
458.93839831665,38.246668269188106
458.9715566085,37.92144348818995
459.00471490035,38.20686292455908
459.0379752494,38.00448450097767
459.07130693435,38.309078267813405
459.10453852415,37.86051620414487
459.1378702091,38.18237313939241
459.17120189405,38.62204592446069
459.204533579,37.85480082553756
459.2378584028,38.47636767082252
459.2711782496,38.13812509222599
459.3044980964,38.43053863572085
459.3378179432,38.44373815392054
459.37113779,38.88673472502442
459.4044576368,38.41011733860875
459.43778305125,38.177849312863046
459.471112605,38.04061576773457
459.50444215875,38.28854731877603
459.5377717125,38.27718901025104
459.57100117749997,37.41783768696026
459.60433073125,37.456281923440656
459.6376543442,37.96035466678772
459.67097337514997,37.81162482601101
459.70429240609997,37.586767816467656
459.73761143704996,37.456724037645635
459.77093046799996,38.61958690416958
459.80424949895,38.00900738681646
459.8375732915,38.09302595221276
459.87090084724997,38.3952784649342
459.904228403,38.17297088843338
459.93755595875,37.92986832922927
459.97088351450003,37.86220644437792
460.0041109875,37.90893481915798
460.03744083075003,38.00063740774454
460.070772549,37.53468359522088
460.10410426725,38.37020805597685
460.13743598549996,38.44215875785932
460.17076770374996,38.22316524830493
460.20409942199996,38.28893400956475
460.2373424774,37.59518022139958
460.2705110756,38.040234572603374
460.3036796738,38.726803972673174
460.336848272,38.37706020537355
460.3700168702,38.417852636256164
460.40318546839995,38.07810506324565
460.4365217538,38.50054438485257
460.46990176419996,38.117001961257344
460.50338231679996,38.265040353812246
460.5368628694,37.82855162216051
460.570343422,38.71060049440238
460.6038239746,38.2452514544974
460.637046432,38.04952415608283
460.67003865674997,38.24210527550098
460.7030308815,38.200840577228874
460.73602310625,38.10231239800909
460.769015331,37.78862278893968
460.80200755575,37.400839255220205
460.835168952,38.34074860136657
460.868484936,38.02729614019544
460.901700872,37.70644210761914
460.935016856,38.089970866747215
460.96833284,37.49835513518136
461.00164882400003,38.09586722158769
461.0349706733,38.59205607647796
461.0682980792,38.25406494968032
461.1016254851,37.82380286861075
461.134952891,38.40613586141761
461.16828029690004,39.12363778095626
461.2016077028,38.5650155977578
461.2349310696,38.995749353642346
461.2682505168,38.42193493515654
461.301569964,39.15797969124933
461.3348894112,38.93181559855516
461.3681088,38.24975979606196
461.4014282472,38.46150558242557
461.4347449056,38.11780369038386
461.4680587584,38.53791376380742
461.5013726112,37.998023699740656
461.534686464,38.92255290157559
461.5680003168,38.49323354736241
461.6013141696,38.07345369894031
461.6346409292,38.38381729949611
461.6679809891,38.4659274377244
461.701321049,38.46602816301309
461.7346611089,38.84102484066801
461.7680011688,38.871919515682464
461.80134122870004,38.712246123918845
461.83466102430003,38.15027370866138
461.8681662522,38.91148139620207
461.9016714801,38.45924427840905
461.93517670800003,38.24912113245315
461.9686819359,38.83802724185281
462.0021871638,38.39594170238228
462.03551352465,38.19822843647595
462.0686441442,38.36378011412675
462.10177476375,38.18725921123576
462.1349053833,39.054961046721616
462.16803600285,38.49979119951267
462.20116662239997,38.70218866528529
462.2343965994,38.71249981886617
462.2676378338,38.55256761711325
462.3009791924,39.00974557596642
462.334320551,38.536777226013996
462.3676619096,38.51329361005127
462.4010032682,38.27494994079539
462.4343413235,38.75784240996733
462.46767553925,38.504096719786105
462.501009755,38.72548960396482
462.53434397075,38.65523639484935
462.56767818649996,38.73180221116247
462.60101240225,38.772833079830065
462.63433698119997,38.50932417938929
462.66765008475,38.4648579686507
462.70096318829997,38.63299523894434
462.7341762525,38.540671567977164
462.76748935604996,38.9044206169522
462.8008024596,38.92611998017787
462.8341234974,38.54347183692352
462.8674543332,38.49461247900727
462.900785169,38.152188238530414
462.9341160048,38.24069786458638
462.9674468406,38.57018469245019
463.0007776764,38.6480416057367
463.03409943495,38.99458568239663
463.067409708,38.788176908095515
463.10071998105,38.46910382684847
463.1340302541,39.442685652836566
463.16734052715,38.25475215932288
463.20055076935,38.4100640888087
463.2338752408,38.34144843745744
463.26721834765,38.80221636280937
463.3005614545,39.0780658021899
463.33390456135,39.19224352104939
463.3672476682,39.02317893254326
463.40059077505,39.14704391198507
463.4337839086,39.00919292135826
463.4667753175,39.31723323026343
463.4997667264,38.91224836562536
463.5327581353,39.03626179577501
463.5657495442,39.22779433401404
463.59874095310005,39.046622286808116
463.63184323430005,38.88061644304474
463.66533760640004,39.06030506231448
463.69883197850004,38.895384342440316
463.73232635060003,38.67994074003423
463.7658207227,38.330398053016765
463.7993150948,38.094169916954904
463.8327354458,38.04189689612653
463.866049898,38.23947025671377
463.8993643502,38.092228286383104
463.9326788024,39.003678218113464
463.9659932546,39.20199235446381
463.9993077068,38.702341746772376
464.03262550700003,39.20811079476601
464.0659482176,38.64425677414808
464.09917086,38.75289089128601
464.1324935706,39.17741906079909
464.1658162812,38.797529545939405
464.1991389918,38.866697536228536
464.2324664544,38.74408822362941
464.26580115300004,38.81217460039791
464.2991358516,38.77003427304767
464.3324705502,39.010096593697746
464.3658052488,39.05295711319764
464.3991399474,39.12975978327572
464.43240105949997,38.1319039877892
464.46554726345,39.044520037108946
464.49869346739996,38.682019094877255
464.53183967135,38.97504233572271
464.56488633714997,38.89572721112933
464.5980325411,39.087636038303756
464.63124975709997,38.780062640800224
464.664582158,38.59266644275888
464.6979145589,38.216415004306164
464.7312469598,38.587942389474705
464.7645793607,39.02832403802953
464.7979117616,38.83830305330984
464.831234175,38.87321467122315
464.8645399692,38.93231044847773
464.89784576339997,38.26362963099076
464.9311515576,38.49417874983568
464.9644573518,38.616458110499906
464.9976631286,38.8695309762345
465.030987967,38.385347725769016
465.0643457425,38.59932172001068
465.097703518,38.65192155668309
465.1310612935,38.36830440162504
465.164419069,39.01531214357568
465.1977768445,38.48395888196745
465.23105726800003,38.35918648112538
465.2642003917,38.59470740473963
465.2973435154,38.802879746383184
465.3304866391,38.817489517109436
465.3636297628,38.43220355682915
465.3967728865,38.994033432015556
465.4299830637,39.1974752977649
465.4632153175,39.13773255404644
465.49654766845,39.29823797094654
465.5298800194,38.85091232514336
465.56321237035,38.7719442766158
465.5965447213,39.18417852171964
465.62993184675,38.74238114352941
465.6634228056,38.426990374777766
465.69691376445,39.34547005244539
465.7304047233,38.740103044274655
465.76389568215,38.46001425902348
465.797386641,38.440243217266186
465.8308206987,38.75946042102235
465.8641439754,38.90827408593454
465.89736718219996,38.29809549771368
465.93069045889996,38.47322855071321
465.96401373559996,38.73042998962831
465.99733701229997,38.745526841136574
466.030553006,38.445223512286624
466.06355150779996,39.220423476289156
466.0965500096,38.483987603815784
466.12954851139995,38.99254583902437
466.16254701319997,39.10098328354348
466.195545515,38.876575938659805
466.22869803019995,38.69701316625572
466.26217140665,38.834614760342475
466.2956447831,38.946332625526956
466.32911815955,38.60506562686524
466.36249101535003,39.358844617938765
466.3959643918,38.99026237249492
466.4293949335,38.91249256638068
466.4627324626,39.05745429780625
466.4960699917,38.73659089593885
466.5294075208,38.913891618900706
466.5627450499,39.24043373750932
466.596082579,38.767582150756006
466.6294183159,38.48137888165546
466.6627500508,38.59373417831998
466.6960817857,38.26776068143996
466.7294135206,38.48324431051436
466.7627452555,38.81837491570614
466.7960769904,38.35116305640675
466.829252235,38.69784637330641
466.86239617455,38.5616910105133
466.8955401141,38.044549385328885
466.92868405365,39.218118733169845
466.9618279932,38.533757849511396
466.99497193275,38.27907964970177
467.0281671214,38.23874828810284
467.0614852033,38.91517465369556
467.0948032852,38.64592130782413
467.1281213671,38.357078491276084
467.161439449,38.768830530532256
467.1947575309,38.99598074011055
467.2280796304,38.94299765669681
